HEID,Loan_Amount,Mort_Bal,Home_Val,Reason_HE,Occupation,YOJ,Num_Derog,Num_Delinq,CL_Age,Num_Inq,Num_CL,Debt_Inc,Default
2803,15700,16804,34294,DebtCon,Mgr,9,0,0,131.7734232,0,10,23.97970277,0
2804,15700,122646,204282,DebtCon,Other,2,0,0,201.9237078,0,17,26.31831366,0
2805,15700,87754,103045,HomeImp,Other,21,0,0,147.450177,4,23,29.18174264,0
2806,15700,,54557,DebtCon,Office,2,0,0,93.04453952,2,8,41.25598551,0
2807,15700,99618,131710,DebtCon,Mgr,5,,,236.6809468,2,41,37.86554654,0
2808,15700,81709,111127,HomeImp,ProfExe,4,0,0,123.6244484,0,25,37.5606476,0
2809,15700,40314,60640,HomeImp,Other,25,0,0,255.5274603,0,13,22.54068012,0
2810,15700,46124,67964,DebtCon,ProfExe,6,0,0,155.7547891,2,12,28.79791858,0
2811,15700,74587,93180,DebtCon,Mgr,19,0,0,263.1591633,10,24,35.40441453,0
2812,15700,58410,89082,DebtCon,Office,29,0,0,211.8056744,0,21,31.05837251,0
2813,15700,53478,68885,DebtCon,Other,5,0,0,83.69551611,5,17,40.34993,1
2814,15700,83830,122719,,,,,,,,,35.16514615,0
2815,15800,91095,109401,DebtCon,Sales,12,,1,154.3601832,0,17,33.52627067,0
2816,15800,51281,144202,DebtCon,Other,1,0,0,285.9978979,4,43,41.5380511,0
2817,15800,9407,60165,DebtCon,Sales,1,0,0,310.6584212,0,5,40.0513062,0
2818,15800,61073,90897,DebtCon,ProfExe,8,0,0,208.5007559,0,20,23.03574584,0
2819,15800,25344,79736,HomeImp,Other,,0,0,249.9837678,0,50,42.43556267,0
2820,15800,,30395,DebtCon,Other,12,,,85.27403355,2,8,33.56526399,0
2821,15800,89765,111792,DebtCon,ProfExe,1,0,2,143.3555312,1,34,33.05883512,0
2822,15800,,44144,HomeImp,Other,0,0,0,315.8126317,1,9,25.65038413,0
2823,15800,58100,83000,DebtCon,ProfExe,2,1,1,284.0666667,4,27,,1
2824,15800,,58995,HomeImp,Other,1,2,3,194.9870881,1,45,52.20316451,1
2825,15800,104913,121214,DebtCon,ProfExe,2,0,0,134.0038302,0,21,44.91516055,1
2826,15800,51163,157644,DebtCon,ProfExe,19,0,0,239.2247894,0,28,20.74752052,0
2827,15800,101246,142340,DebtCon,Office,2,,,109.2939326,2,16,33.77082855,0
2828,15800,78905,97628,DebtCon,Other,0,0,0,152.1711375,0,23,42.21828222,0
2829,15800,74815,89721,DebtCon,Mgr,16,0,0,,0,0,37.98450463,1
2830,15800,24939,39285,,Office,2,0,0,209.0374415,0,16,38.88812837,0
2831,15800,103537,111139,DebtCon,Office,3,0,1,252.2677576,1,34,27.67406397,0
2832,15800,102552,138171,HomeImp,ProfExe,13,0,0,116.7631844,4,21,35.11315049,0
2833,15800,58388,100944,HomeImp,Other,0,0,3,51.52514753,1,10,39.86252014,0
2834,15800,,96579,DebtCon,Office,28,0,0,328.2104926,0,15,12.1535212,0
2835,15800,71820,89739,DebtCon,Other,0,1,1,122.9555871,1,25,33.51907044,0
2836,15800,94363,128434,DebtCon,Mgr,4,,,241.7361259,2,42,39.22189168,0
2837,15800,41661,80457,DebtCon,Mgr,3,0,1,137.3175078,0,8,27.43409485,0
2838,15800,,96642,DebtCon,Office,26,0,0,335.1546882,0,16,12.70693798,0
2839,15800,20665,43790,DebtCon,Mgr,8,0,0,108.4139366,0,11,22.82689244,0
2840,15800,42504,64847,HomeImp,Other,,0,0,120.738013,2,18,36.83445756,1
2841,15800,46716,60231,DebtCon,Other,3,0,0,191.3237369,0,13,28.05360448,0
2842,15800,69928,,,Other,23,0,3,82.44398559,1,14,32.32726246,1
2843,15800,74575,95815,DebtCon,Other,7,2,0,69.5813481,0,21,24.10872688,0
2844,15900,95120,114674,DebtCon,Office,4,0,1,278.8920593,0,34,28.23229678,0
2845,15900,46731,71521,DebtCon,ProfExe,18,0,0,192.1442355,0,22,40.36176991,0
2846,15900,96854,156450,DebtCon,Mgr,1,0,0,212.6660046,0,19,40.21338458,0
2847,15900,65827,97935,DebtCon,Office,1,0,0,160.4169586,4,20,32.60020273,0
2848,15900,52012,105877,HomeImp,Other,0,0,2,50.53156169,1,10,40.39225654,0
2849,15900,50715,70467,DebtCon,Other,0,,1,285.3869287,0,10,36.05038237,0
2850,15900,49516,105352,HomeImp,Other,0,0,2,54.43732562,0,9,40.27060762,0
2851,15900,94108,113888,HomeImp,Office,2,0,0,140.5100538,0,21,36.31878818,0
2852,15900,38514,50309,DebtCon,Other,6,1,0,101.8261423,1,16,38.87780839,0
2853,15900,79660,96393,DebtCon,Other,4,2,0,84.205779,1,21,22.1131931,0
2854,15900,102564,120724,DebtCon,ProfExe,0,0,0,125.8340702,0,30,37.99377579,0
2855,15900,38860,68912,DebtCon,ProfExe,9,0,0,250.9275029,1,16,22.17526323,0
2856,15900,101412,119751,DebtCon,Other,9,0,0,299.953098,2,18,30.1768704,0
2857,15900,97478,120514,DebtCon,Office,1,,3,264.2609164,1,29,41.84027524,0
2858,15900,48563,64679,DebtCon,ProfExe,4,0,0,156.1013809,2,12,27.80854709,0
2859,15900,42623,66458,DebtCon,ProfExe,4,0,0,146.8278925,1,12,30.28912984,0
2860,15900,69548,89775,DebtCon,Other,1,0,0,230.6730803,2,25,30.10831743,0
2861,15900,43830,59530,DebtCon,Other,4.6,1,0,148.1333333,1,27,,1
2862,15900,89500,104200,DebtCon,ProfExe,15,0,3,183.6333333,0,37,,1
2863,15900,107336,120451,DebtCon,Other,1,0,0,123.4655194,2,21,37.99240801,0
2864,15900,112973,129878,DebtCon,,17,0,0,179.1340086,0,17,39.19202587,0
2865,15900,101337,,HomeImp,Other,4,0,0,235.6274023,0,23,20.72337565,1
2866,15900,68304,92271,DebtCon,Other,1,1,2,113.2284034,2,25,32.88184693,0
2867,15900,68079,90212,HomeImp,Other,,0,0,304.2447551,0,19,30.42200388,0
2868,15900,71841,96424,HomeImp,Office,10,,,111.4372511,0,11,36.95496961,0
2869,15900,88000,109500,DebtCon,ProfExe,7,0,0,138,2,21,,0
2870,15900,58518,82095,HomeImp,ProfExe,10,0,2,177.24778,0,14,28.81879312,0
2871,15900,90017,114267,DebtCon,ProfExe,8,0,0,205.2183294,2,36,41.23051218,0
2872,15900,19639,171350,HomeImp,Self,8,0,0,311.3103604,0,26,26.87672986,0
2873,15900,94078,118359,DebtCon,Other,13,0,0,125.5519994,1,8,37.78182264,0
2874,15900,16744,52234,DebtCon,ProfExe,3,0,0,288.4159495,0,16,17.45222743,0
2875,16000,56295,77146,DebtCon,Office,0,0,0,190.3964069,0,24,31.73703429,0
2876,16000,,51792,DebtCon,Other,,,,340.6849684,,17,30.61151879,0
2877,16000,71861,95315,HomeImp,ProfExe,24,0,0,241.412515,1,23,35.4747731,0
2878,16000,32918,52482,DebtCon,ProfExe,3,0,0,259.5710207,0,34,40.347344,0
2879,16000,74459,103255,DebtCon,Other,6,3,0,72.8645904,1,21,24.93522997,0
2880,16000,20648,167020,HomeImp,Self,5,0,0,315.4665656,0,26,25.91297601,0
2881,16000,82097,100225,DebtCon,Other,0,0,0,129.3745132,0,22,39.8272172,0
2882,16000,133193,160919,DebtCon,Mgr,,0,0,223.3385211,0,18,37.3015175,0
2883,16000,88093,106943,DebtCon,ProfExe,7,0,0,207.2028505,1,36,42.5730795,0
2884,16000,20000,60000,HomeImp,Other,11,0,0,51.03333333,0,9,,1
2885,16000,31000,54000,DebtCon,Other,16,0,0,110.6,1,18,,0
2886,16000,101000,130000,DebtCon,ProfExe,7.5,0,0,102.5,0,14,,0
2887,16000,62200,89200,DebtCon,Other,1.9,0,0,176.5333333,1,31,,0
2888,16000,90900,152300,HomeImp,ProfExe,5,0,0,102.5,0,17,,0
2889,16000,42000,63400,HomeImp,Office,3.5,0,0,123.8,0,18,,0
2890,16000,38600,57822,DebtCon,Other,17,0,0,276.9666667,0,22,,0
2891,16000,96000,160050,,Other,,1,,260.7666667,,24,,0
2892,16000,65000,91000,DebtCon,Mgr,0.2,0,0,85.23333333,0,17,,0
2893,16000,16300,128200,DebtCon,Other,10,0,0,366.2666667,1,10,,0
2894,16000,69322,106189,HomeImp,ProfExe,2,1,1,238.4,0,31,,1
2895,16000,83200,,DebtCon,ProfExe,0.6,0,0,318.5666667,9,27,,1
2896,16000,88238,117500,DebtCon,Other,4,0,3,176.4666667,5,34,,1
2897,16000,50000,71130,DebtCon,ProfExe,2.5,0,0,189.7,0,22,,1
2898,16000,70000,87400,DebtCon,Office,18,,3,145.8666667,3,18,,1
2899,16000,63005,90908,HomeImp,Other,,0,0,295.1152504,0,20,29.01487651,0
2900,16000,,33382,DebtCon,Other,13,,,84.93118132,1,9,33.72078338,0
2901,16000,98338,115759,DebtCon,Other,8,0,0,296.0762618,1,19,30.06273571,0
2902,16000,84505,108652,DebtCon,Office,30,,1,332.385736,2,48,33.74218195,0
2903,16000,71670,84124,DebtCon,Other,10,0,0,81.59612884,3,12,32.94889897,0
2904,16000,52546,63837,DebtCon,Other,7,0,1,122.1963249,2,49,30.14326133,0
2905,16000,77067,94613,DebtCon,Other,5,0,0,207.4133904,3,18,41.05898907,0
2906,16000,,46140,DebtCon,Other,,,,344.580126,,16,31.64081278,0
2907,16000,85228,91519,HomeImp,Office,,0,0,162.7712009,0,26,43.58388253,0
2908,16000,62973,87698,DebtCon,Office,1,0,0,156.4281155,0,24,23.57080084,0
2909,16000,140979,181166,DebtCon,Mgr,9,0,0,236.7071183,0,21,27.84133988,0
2910,16000,57944,89778,HomeImp,ProfExe,2,0,0,135.6060779,0,12,25.72579366,0
2911,16000,65901,85627,DebtCon,Office,5,0,0,117.3570325,0,20,21.44534142,0
2912,16000,66395,85782,DebtCon,Other,1,2,1,99.51921755,1,25,33.20696963,0
2913,16000,69861,87086,DebtCon,Other,7,0,0,205.3280458,2,18,43.43633435,0
2914,16100,49371,77400,DebtCon,Office,3,2,2,214.0603762,1,51,44.21676389,1
2915,16100,76644,103192,DebtCon,Other,5,2,0,76.07793545,0,20,24.18793386,0
2916,16100,94089,159427,HomeImp,ProfExe,6,0,0,101.9604601,0,16,35.99497953,0
2917,16100,,30695,HomeImp,Other,11,0,1,64.33574112,2,2,29.23301484,1
2918,16100,63798,91045,HomeImp,Other,,0,0,298.2107312,0,19,30.96164513,0
2919,16100,59734,93756,DebtCon,Office,31,0,0,210.1589374,0,21,32.59621957,0
2920,16100,99844,114647,DebtCon,Other,11,0,0,169.983556,0,27,33.52327854,0
2921,16100,107758,124610,DebtCon,ProfExe,0,0,0,129.1788981,0,29,34.2115674,0
2922,16100,45973,64430,HomeImp,Office,3,0,0,117.0737532,0,17,33.8247164,0
2923,16100,63152,85097,DebtCon,Office,5,0,0,102.4008978,1,20,24.17553291,0
2924,16100,76981,106014,DebtCon,ProfExe,0,0,0,269.3426287,1,21,39.79911228,0
2925,16100,33209,52000,DebtCon,Other,8,0,0,91.3,1,15,,1
2926,16100,61712,82649,DebtCon,Other,12,0,0,94.6451236,0,9,27.5488312,1
2927,16100,105719,116491,DebtCon,Other,1,0,0,117.8736121,2,20,38.7636997,0
2928,16100,47198,79384,DebtCon,Other,1,,1,297.4825046,1,9,36.73611367,0
2929,16100,41379,57862,DebtCon,Other,17,0,0,282.0062894,0,21,30.7084874,0
2930,16100,54715,71673,DebtCon,Office,1,0,0,186.2158287,0,25,29.67050636,0
2931,16100,49244,65523,HomeImp,Office,2,0,0,110.2198934,0,17,31.00152371,0
2932,16100,,29725,DebtCon,Other,11,,,85.95153044,2,8,33.49604656,0
2933,16100,26276,168105,HomeImp,Self,7,0,0,336.1984645,0,26,25.99181995,0
2934,16100,51041,72749,DebtCon,Other,8,0,0,90.32595067,2,15,43.89773033,0
2935,16100,72942,99544,DebtCon,Other,5,2,0,54.94567887,1,20,23.28293339,0
2936,16100,81145,92943,DebtCon,ProfExe,8,1,2,343.4989168,,41,37.55797663,0
2937,16100,68905,91572,DebtCon,Office,3,0,0,165.4571246,0,25,24.92011999,0
2938,16200,43794,69458,HomeImp,Office,2,0,0,140.5029163,0,18,31.10952867,0
2939,16200,25329,37433,DebtCon,ProfExe,21,1,0,207.1595475,2,16,32.71808803,0
2940,16200,104896,137950,DebtCon,Office,2,,,112.2830944,2,15,32.76133796,0
2941,16200,62258,92595,DebtCon,Office,2,0,0,177.8542195,0,25,22.21960047,0
2942,16200,49552,82523,DebtCon,Mgr,4,0,0,131.7057154,1,8,28.17203289,0
2943,16200,68873,101797,HomeImp,ProfExe,23,0,0,220.9651523,0,23,36.25933734,0
2944,16200,87248,116407,DebtCon,Other,20,0,0,270.0076812,1,16,24.54326882,0
2945,16200,49780,109050,HomeImp,Office,2,,2,128.2885293,0,23,39.57681143,0
2946,16200,,95280,,Other,,0,0,194.4600162,1,10,33.12372818,0
2947,16200,70703,87682,DebtCon,Other,10,0,0,87.21132856,3,10,31.37926884,0
2948,16200,62783,94394,DebtCon,Office,1,0,0,167.429347,0,25,23.69115685,0
2949,16200,83448,135447,DebtCon,Mgr,17,0,5,129.7801316,9,19,45.55441548,1
2950,16200,53600,73500,DebtCon,Other,5,,,104.7333333,1,8,,0
2951,16200,95465,114758,DebtCon,Other,7,0,0,298.4644353,2,19,32.6225601,0
2952,16200,71530,88569,DebtCon,Mgr,14,0,0,,0,1,35.88671015,1
2953,16200,96049,129091,DebtCon,Mgr,5,,,251.1608938,3,42,36.69216791,0
2954,16200,22956,44866,DebtCon,Mgr,16,0,0,114.7590192,1,17,24.09088217,0
2955,16200,118585,131940,DebtCon,Sales,5,0,0,202.3851699,2,40,23.97711222,1
2956,16200,23466,206368,DebtCon,Mgr,9,7,3,141.0274265,10,41,32.36849777,1
2957,16200,86021,113030,DebtCon,Other,20,0,0,284.1597667,0,17,26.65016531,0
2958,16200,105502,117705,DebtCon,Other,0,0,0,125.2425886,2,21,38.81066171,0
2959,16200,76211,104348,DebtCon,Other,0,0,0,141.0468244,1,18,33.33441192,0
2960,16200,81933,131208,DebtCon,ProfExe,13,0,0,308.5320272,0,19,29.60368375,0
2961,16200,34984,46382,DebtCon,Other,11,0,0,175.1443195,3,20,39.74092813,1
2962,16200,46115,61917,HomeImp,Other,2,0,0,259.3606975,0,47,43.71749944,1
2963,16300,31800,63000,DebtCon,Other,12,1,5,124.9,1,14,,1
2964,16300,22352,165315,HomeImp,Self,9,0,0,304.3346951,0,27,27.56242667,0
2965,16300,7774,88649,HomeImp,Other,14,0,1,257.9159219,0,22,28.13047878,0
2966,16300,79087,102921,DebtCon,Sales,23,0,0,256.2530843,0,45,36.98708569,1
2967,16300,84480,101243,DebtCon,Office,30,,0,337.3423041,2,49,35.41287035,0
2968,16300,71510,89756,DebtCon,Other,2,0,0,193.1358902,0,30,31.41358583,0
2969,16300,105169,134992,DebtCon,Other,1,0,0,277.9929456,0,46,41.9498545,0
2970,16300,96431,161284,,Other,,0,,256.3719323,,23,39.07781351,0
2971,16300,67524,85577,DebtCon,Other,8,0,0,75.43432799,3,11,31.76182878,0
2972,16300,43500,69875,DebtCon,ProfExe,5,0,0,245.5333333,3,32,,0
2973,16300,25004,65000,DebtCon,Other,2,0,0,199.8333333,0,7,,1
2974,16300,56075,88870,,ProfExe,11,0,0,,1,16,24.68929369,0
2975,16300,59901,83232,HomeImp,Other,,0,0,284.5143054,0,20,27.89880275,0
2976,16300,49868,76131,DebtCon,Other,9,0,0,81.2741558,2,9,40.37255654,1
2977,16300,69327,102426,HomeImp,ProfExe,8,0,0,246.7546661,1,12,36.4090945,0
2978,16300,32188,78914,HomeImp,Other,,0,0,250.7255462,0,49,40.72219635,0
2979,16300,102826,114692,DebtCon,Other,8,0,0,317.5079738,1,18,31.91423801,0
2980,16300,34297,42629,HomeImp,Other,9,0,0,80.48923834,2,11,30.28477259,0
2981,16300,66038,98585,DebtCon,Office,1,0,0,162.0654119,3,19,32.75346067,0
2982,16400,50941,78801,DebtCon,ProfExe,4,0,0,266.040799,2,32,32.90435701,0
2983,16400,74904,92308,DebtCon,Other,6,0,0,202.4904448,3,19,42.42034531,0
2984,16400,62786,79154,DebtCon,,7,,,,,,24.83894007,0
2985,16400,21857,51994,HomeImp,ProfExe,7,0,0,201.9333333,0,14,,0
2986,16400,71264,94726,DebtCon,Other,1,0,0,177.2573424,1,31,35.03448136,0
2987,16400,119879,128546,DebtCon,,16,0,0,182.9973812,0,17,40.85088684,0
2988,16400,86623,124048,,,,,,,,,35.81076936,0
2989,16400,54818,74447,DebtCon,Office,3,2,3,208.0888643,1,50,41.95642972,1
2990,16400,57139,164133,DebtCon,ProfExe,21,0,0,238.4610031,0,27,22.20684602,0
2991,16400,73466,89453,DebtCon,Other,4,0,0,198.8274238,3,19,41.52349741,0
2992,16400,63574,88586,HomeImp,Other,,0,0,298.1465517,0,20,29.15337202,0
2993,16400,82869,94390,DebtCon,ProfExe,8,0,2,358.0506602,,42,39.06062731,0
2994,16400,57651,76854,DebtCon,Office,1,0,0,172.2000922,0,25,31.81962217,0
2995,16400,48700,72500,DebtCon,Other,,0,1,127.3,1,39,,1
2996,16400,81700,109025,DebtCon,ProfExe,10,0,0,155.2666667,3,19,,0
2997,16400,62018,91832,DebtCon,ProfExe,9,0,0,202.3225002,0,19,20.38046421,0
2998,16400,,51454,DebtCon,Other,,,,338.1108068,,17,33.49183609,0
2999,16400,107669,115881,DebtCon,Other,0,0,0,136.8121195,1,21,39.69996168,0
3000,16400,47428,76483,DebtCon,ProfExe,4,0,0,232.3155447,3,31,33.10683578,0
3001,16400,58664,89589,DebtCon,Office,27,0,0,211.4411021,0,21,34.25636489,0
3002,16400,71906,86144,DebtCon,Office,2,0,0,126.1701523,1,20,23.69800763,0
3003,16400,89858,105796,DebtCon,Office,29,,1,340.7116751,2,49,36.00391594,0
3004,16400,100014,122281,DebtCon,ProfExe,0,0,0,123.1339876,0,30,34.93667391,0
3005,16400,65898,85424,HomeImp,ProfExe,10,0,1,173.5332104,0,14,26.93199486,0
3006,16400,86422,116097,,,,,,,,,35.59895076,0
3007,16400,102103,133626,DebtCon,ProfExe,5,0,0,95.36634837,0,14,31.27518252,0
3008,16400,85601,100078,HomeImp,Office,,0,0,176.6987412,1,25,43.02747053,0
3009,16500,44330,72618,DebtCon,Other,6,0,0,101.4953657,2,15,41.4570252,0
3010,16500,48491,112677,HomeImp,Office,2,,2,138.0960861,1,23,37.25333322,0
3011,16500,47636,59586,DebtCon,Other,16,0,0,284.065542,0,21,29.96900633,0
3012,16500,52028,63745,DebtCon,Other,7,0,0,105.5303761,4,18,41.34484584,1
3013,16500,44110,65748,DebtCon,Other,7,0,0,99.19355258,3,14,41.41563125,0
3014,16500,,88454,DebtCon,Office,30,0,0,320.4214503,0,16,14.0979409,0
3015,16500,94403,,DebtCon,Office,9,0,1,217.7868414,0,19,,1
3016,16500,64992,97348,HomeImp,Office,8,,,123.6688208,0,11,36.10792355,0
3017,16500,97010,128101,DebtCon,Mgr,9,,,250.681862,2,41,36.93333116,0
3018,16500,77049,98658,DebtCon,Other,5,3,0,77.99281611,0,21,23.1200738,0
3019,16500,92900,116000,DebtCon,Mgr,10,1,,83.16666667,1,27,,1
3020,16500,64081,100796,HomeImp,ProfExe,22,0,1,243.9416859,1,24,38.32781635,0
3021,16500,23169,41677,DebtCon,ProfExe,20,0,0,208.0769432,2,15,34.43057515,0
3022,16500,48833,68872,DebtCon,Other,1,0,0,60.39065229,0,12,22.45962439,1
3023,16500,143404,165267,DebtCon,Mgr,14,0,1,169.7373629,1,31,36.178122,1
3024,16500,,42894,HomeImp,Other,1,0,0,331.4268695,0,8,26.89580446,0
3025,16500,67619,93500,HomeImp,ProfExe,8,0,0,82.16666667,0,16,,0
3026,16500,56500,80000,DebtCon,Other,2,0,0,308.4333333,3,16,,0
3027,16500,163000,193000,DebtCon,ProfExe,10,0,0,262.7333333,1,38,,0
3028,16500,76000,110000,DebtCon,Mgr,18,0,0,242.5,5,31,,0
3029,16500,65900,87000,DebtCon,Other,26,0,3,109.5666667,5,35,,1
3030,16500,50000,,DebtCon,Mgr,1,0,0,120.7333333,3,11,,1
3031,16500,67000,109500,DebtCon,Mgr,2,4,0,217.1,2,24,,1
3032,16500,126872,167611,DebtCon,Office,5,0,0,136.1224348,1,21,26.40452841,0
3033,16500,51758,138693,DebtCon,Other,2,0,0,283.0698409,5,43,39.71677072,0
3034,16500,52030,158296,DebtCon,ProfExe,20,0,0,218.5392657,0,27,22.48479175,0
3035,16500,43223,46925,DebtCon,Other,10,0,0,178.0023834,4,20,40.20633377,1
3036,16500,44946,64918,HomeImp,Other,25,0,0,247.2784079,0,14,24.35794954,0
3037,16500,48674,73720,DebtCon,ProfExe,17,0,0,186.4730715,0,23,38.37360781,0
3038,16500,8795,164000,HomeImp,Mgr,23,0,0,76.06666667,2,21,,0
3039,16500,74263,98922,DebtCon,Office,0,0,0,139.8312465,3,20,31.81442935,0
3040,16500,102552,144461,DebtCon,Office,1,,,136.7244895,2,15,34.10788882,0
3041,16500,42317,66966,HomeImp,ProfExe,3,0,0,206.2383892,3,17,35.00637947,0
3042,16500,94920,118156,DebtCon,Other,9,0,0,295.2855235,2,18,32.17163193,0
3043,16500,,29168,DebtCon,Other,11,,,102.1303682,2,8,31.56688527,0
3044,16500,45441,76145,DebtCon,Mgr,4,0,0,124.0333832,1,8,28.17345068,0
3045,16500,36206,53040,HomeImp,Other,9,0,0,118.3013718,0,9,17.74778355,0
3046,16600,9626,96887,HomeImp,Other,14,0,0,263.7662467,0,23,28.67470198,0
3047,16600,77380,123638,,,,,,,,,34.11861536,0
3048,16600,95860,123546,DebtCon,Office,0,,2,252.7574879,1,29,40.60856748,0
3049,16600,81275,106691,DebtCon,ProfExe,1,0,0,289.376138,1,20,38.47524099,0
3050,16600,57094,94944,,ProfExe,9,0,0,,0,15,24.02304824,0
3051,16600,97749,164103,,Other,,1,,263.8467774,,23,37.38685429,0
3052,16600,102543,119493,DebtCon,Office,3,0,0,276.6931852,0,33,29.28407186,0
3053,16600,55912,81552,DebtCon,Other,6,,,106.5129317,0,7,36.76375267,0
3054,16600,45877,68563,HomeImp,Office,2,1,0,119.5007647,0,18,33.07304835,0
3055,16600,74784,100221,DebtCon,Mgr,1,0,0,90.05044751,0,17,25.7083938,0
3056,16600,42259,,DebtCon,Other,1.5,1,3,209.9666667,0,20,,1
3057,16600,,50732,DebtCon,Office,0,0,0,96.36289475,2,9,42.39913928,0
3058,16600,,56631,DebtCon,Office,2,0,0,98.76022323,1,8,39.7995274,0
3059,16600,71564,84627,DebtCon,Office,5,0,0,114.6401329,1,20,22.32314261,0
3060,16600,74681,95471,DebtCon,Other,6,0,0,187.6535104,4,19,40.45375316,0
3061,16600,28694,44165,DebtCon,ProfExe,20,0,1,206.7176512,2,16,30.63902291,0
3062,16600,,43880,DebtCon,Other,,,,351.725503,,15,31.53428892,0
3063,16600,69644,100411,DebtCon,Office,0,0,0,149.095227,4,19,29.72574682,0
3064,16600,71096,104437,HomeImp,ProfExe,9,0,0,246.9596363,1,12,37.09953261,0
3065,16700,62933,91790,DebtCon,Other,2,0,0,185.3724624,0,31,35.25727149,0
3066,16700,64862,107919,HomeImp,ProfExe,10,0,0,260.1585478,0,11,36.82433903,0
3067,16700,62933,95498,DebtCon,Office,0,0,1,161.6609943,0,25,24.26256802,0
3068,16700,,29387,DebtCon,Other,13,,,80.82059146,2,8,33.36449134,0
3069,16700,102687,137417,DebtCon,ProfExe,7,0,0,97.76351186,0,14,31.10800492,0
3070,16700,86076,130341,DebtCon,ProfExe,12,0,0,295.9543396,0,18,28.44799241,0
3071,16700,31135,60478,DebtCon,Other,14,0,0,105.1332711,0,18,39.1229968,0
3072,16700,43794,61446,DebtCon,,6,0,0,96.45470591,1,9,28.45298086,0
3073,16700,54079,112463,HomeImp,Office,1,,3,134.9257138,1,23,37.03395439,0
3074,16700,51310,76704,DebtCon,Other,2,,2,271.6519477,0,10,37.63005716,0
3075,16700,11059,92706,HomeImp,Other,13,0,1,262.61034,0,23,29.88475774,0
3076,16700,59207,83146,DebtCon,Other,2,0,0,309.496388,3,15,43.48806641,0
3077,16700,77083,103540,DebtCon,Other,17,0,0,170.8123729,,10,37.2264306,1
3078,16700,67238,96535,HomeImp,Office,7,,,103.4726082,0,10,39.34965052,0
3079,16700,,56374,DebtCon,Office,1,0,0,73.4289424,1,9,40.82912873,0
3080,16700,29404,45209,DebtCon,ProfExe,20,0,1,195.5523296,2,16,31.05808436,0
3081,16700,12830,56465,DebtCon,ProfExe,3,0,0,301.1485223,0,15,18.25148086,0
3082,16700,53423,85685,HomeImp,ProfExe,5,0,0,109.4294283,0,12,28.16061131,0
3083,16700,5106,93277,HomeImp,Other,14,0,0,269.9626887,0,23,29.87592807,0
3084,16700,105556,136568,DebtCon,Other,0,0,0,273.7250728,0,47,40.04168465,0
3085,16800,57329,83695,DebtCon,Other,3,0,0,294.9997016,2,16,40.62505269,0
3086,16800,76852,90429,DebtCon,Other,6,0,0,183.8430046,3,18,42.2970917,0
3087,16800,44983,65000,DebtCon,Sales,4,2,1,77.03333333,6,43,,1
3088,16800,27623,88231,DebtCon,ProfExe,8,0,0,122.463272,0,12,55.96202222,1
3089,16800,56979,90008,HomeImp,ProfExe,10,0,2,178.9299564,1,12,27.8164203,0
3090,16800,69284,,DebtCon,Office,21,0,0,190.6933138,1,20,35.89402586,1
3091,16800,50050,140222,DebtCon,Other,4,0,0,272.4998353,5,43,40.03337824,0
3092,16800,23670,41879,DebtCon,Mgr,17,1,0,106.3985698,0,17,26.69671626,0
3093,16800,62557,95747,DebtCon,Other,0,0,0,188.189005,1,31,35.28584474,0
3094,16800,16204,27781,HomeImp,Other,1,10,0,190.5770968,0,9,27.14688565,1
3095,16800,113021,146222,,Mgr,5,3,2,123.8934197,2,65,62.55930782,1
3096,16800,67049,89729,HomeImp,Other,,0,0,286.3751286,0,20,28.73912802,0
3097,16800,81820,100366,DebtCon,ProfExe,6,0,1,335.3003273,,41,36.21162681,0
3098,16800,87300,155500,DebtCon,Other,3,0,0,1154.633333,0,0,,1
3099,16800,50445,71711,DebtCon,Other,5,0,0,71.23076169,5,18,40.58291348,1
3100,16800,73280,103067,DebtCon,Other,1,0,0,140.362134,0,17,34.00229537,0
3101,16800,102838,111319,DebtCon,Office,1,0,0,257.3285966,0,34,27.57659689,0
3102,16800,46312,67166,HomeImp,Other,27,0,0,241.5083839,0,14,26.22071743,0
3103,16800,50135,93772,DebtCon,ProfExe,5,0,0,126.4894051,2,21,35.85635489,0
3104,16800,58193,82942,DebtCon,Other,1,0,0,320.0630097,3,16,42.84596286,0
3105,16800,39352,60943,HomeImp,Other,25,0,0,237.7636233,0,13,25.43988824,0
3106,16800,144756,183810,DebtCon,Mgr,11,0,0,243.5422549,0,20,26.73398284,0
3107,16800,94851,119053,DebtCon,Office,2,0,1,270.9986111,1,34,27.00923929,0
3108,16800,115870,130809,DebtCon,,15,0,0,177.6322825,0,17,39.56720816,0
3109,16900,131002,166859,DebtCon,Office,4,0,0,135.8564232,0,20,28.15188528,0
3110,16900,,51549,DebtCon,Office,1,0,0,75.41374556,1,8,40.62819923,0
3111,16900,30856,56961,HomeImp,Other,11,0,0,116.8177074,1,10,20.34458217,0
3112,16900,71672,96677,DebtCon,Other,1,0,0,153.7916948,0,30,35.32783617,0
3113,16900,47129,62342,DebtCon,Other,15,0,0,290.1489212,0,21,30.3185968,0
3114,16900,31143,75125,HomeImp,Other,,1,0,237.1790454,0,49,42.13228057,0
3115,16900,63800,85000,DebtCon,Other,2,0,6,127.8,2,33,,1
3116,16900,73128,101683,DebtCon,Sales,26,0,0,254.1917975,0,45,38.51230869,1
3117,16900,66812,90973,HomeImp,Office,9,,,108.0055259,0,10,37.46901795,0
